item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,2,4.06781853999928,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,11,2019-05-27,14,4,53,51,filler,mu,maluwo,0,muyuwo,yuwo,0
buze,mafuze,mufuze,mubuze,mabuze,2,2,4.468510582999443,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,12,2019-05-27,14,4,53,51,target,mu,mufuze,1,mufuze,fuze,1
guce,mahuce,muhuce,maguce,muguce,2,4,7.948252821999631,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,13,2019-05-27,14,4,53,51,target,mu,muguce,1,muhuce,huce,0
boze,maboze,muboze,mufoze,mafoze,4,1,3.0186936580012116,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,14,2019-05-27,14,4,53,51,target,ma,maboze,1,mafoze,foze,0
galu,muhalu,mahalu,mugalu,magalu,2,4,2.3548943999994663,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,15,2019-05-27,14,4,53,51,target,ma,magalu,1,mahalu,halu,0
dewo,masewo,musewo,madewo,mudewo,1,2,3.0152493770001456,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,16,2019-05-27,14,4,53,51,target,ma,musewo,0,masewo,sewo,1
zuyu,mucuyu,macuyu,muzuyu,mazuyu,3,2,3.342841966999913,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,17,2019-05-27,14,4,53,51,filler,mu,macuyu,0,muzuyu,zuyu,0
dezu,madezu,masezu,mudezu,musezu,2,3,7.219057849000819,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,18,2019-05-27,14,4,53,51,target,ma,mudezu,0,masezu,sezu,0
geye,muheye,mugeye,maheye,mageye,3,4,2.386085240999819,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,19,2019-05-27,14,4,53,51,target,ma,mageye,1,maheye,heye,0
gemi,mahemi,muhemi,magemi,mugemi,1,3,2.733250057999612,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,20,2019-05-27,14,4,53,51,target,ma,magemi,1,mahemi,hemi,0
gewu,muhewu,magewu,mahewu,mugewu,3,4,5.25005855100062,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,21,2019-05-27,14,4,53,51,target,ma,mugewu,0,mahewu,hewu,0
gamo,mahamo,muhamo,magamo,mugamo,1,1,5.35344525400069,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,22,2019-05-27,14,4,53,51,target,ma,mahamo,1,mahamo,hamo,1
ceyu,mazeyu,maceyu,muzeyu,muceyu,2,3,2.635734040000898,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,23,2019-05-27,14,4,53,51,filler,ma,muzeyu,0,maceyu,ceyu,0
dewa,mudewa,madewa,masewa,musewa,3,3,5.5224669559993345,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,24,2019-05-27,14,4,53,51,target,ma,masewa,1,masewa,sewa,1
gaya,muhaya,magaya,mahaya,mugaya,3,3,1.8689219759999105,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,25,2019-05-27,14,4,53,51,target,ma,mahaya,1,mahaya,haya,1
gece,mahece,magece,mugece,muhece,1,3,5.167959455000528,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,26,2019-05-27,14,4,53,51,target,ma,mugece,0,mahece,hece,0
gace,magace,mugace,muhace,mahace,4,4,2.4347748680011136,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,27,2019-05-27,14,4,53,51,target,ma,mahace,1,mahace,hace,1
bazu,mufazu,mubazu,mafazu,mabazu,3,3,1.6842036369998823,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,28,2019-05-27,14,4,53,51,target,ma,mafazu,1,mafazu,fazu,1
yecu,mulecu,muyecu,mayecu,malecu,3,3,4.217552776000957,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,29,2019-05-27,14,4,53,51,filler,ma,mayecu,1,mayecu,yecu,1
dule,masule,madule,musule,mudule,3,3,2.100694336999368,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,30,2019-05-27,14,4,53,51,target,mu,musule,1,musule,sule,1
bome,mufome,mubome,mafome,mabome,3,1,4.300939897999342,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,31,2019-05-27,14,4,53,51,target,ma,mufome,0,mafome,fome,1
buma,mafuma,mubuma,mabuma,mufuma,4,3,5.233904671000346,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,32,2019-05-27,14,4,53,51,target,mu,mabuma,0,mufuma,fuma,0
baca,mafaca,mufaca,mabaca,mubaca,1,4,2.475991848999911,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,33,2019-05-27,14,4,53,51,target,ma,mubaca,0,mafaca,faca,0
caya,macaya,mucaya,mazaya,muzaya,1,3,1.6198227059994679,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,34,2019-05-27,14,4,53,51,filler,ma,mazaya,1,macaya,caya,0
liya,mayiya,muyiya,maliya,muliya,3,4,4.700431925000885,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,35,2019-05-27,14,4,53,51,filler,ma,muliya,0,maliya,liya,1
gume,mugume,magume,muhume,mahume,3,3,4.817745506999927,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,36,2019-05-27,14,4,53,51,target,mu,muhume,1,muhume,hume,1
gazu,magazu,mahazu,mugazu,muhazu,2,3,1.751409448999766,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,37,2019-05-27,14,4,53,51,target,ma,mugazu,0,mahazu,hazu,0
yazu,mayazu,malazu,mulazu,muyazu,1,3,2.198388876999161,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,38,2019-05-27,14,4,53,51,filler,ma,mulazu,0,mayazu,yazu,0
lawo,malawo,mulawo,mayawo,muyawo,1,2,4.424934515998757,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,39,2019-05-27,14,4,53,51,filler,ma,mulawo,0,malawo,lawo,1
buna,mufuna,mafuna,mubuna,mabuna,1,2,2.1024235439999757,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,40,2019-05-27,14,4,53,51,target,mu,mafuna,0,mufuna,funa,1
geza,maheza,muheza,mugeza,mageza,1,3,3.1010527620001085,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,41,2019-05-27,14,4,53,51,target,ma,mugeza,0,maheza,heza,0
dumu,masumu,musumu,madumu,mudumu,2,4,3.0387380960000883,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,42,2019-05-27,14,4,53,51,target,mu,mudumu,1,musumu,sumu,0
zewo,muzewo,macewo,mucewo,mazewo,4,4,1.8528585959993507,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,43,2019-05-27,14,4,53,51,filler,ma,mazewo,1,mazewo,zewo,1
bonu,mufonu,mabonu,mafonu,mubonu,3,1,6.066563844000484,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,44,2019-05-27,14,4,53,51,target,ma,mufonu,0,mafonu,fonu,1
gumo,mahumo,muhumo,magumo,mugumo,2,4,4.13659673300026,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,45,2019-05-27,14,4,53,51,target,mu,mugumo,1,muhumo,humo,0
zawo,macawo,mucawo,mazawo,muzawo,3,3,1.3169726909982273,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,46,2019-05-27,14,4,53,51,filler,ma,mazawo,1,mazawo,zawo,1
bayu,mufayu,mafayu,mabayu,mubayu,2,2,2.8593591560002096,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,47,2019-05-27,14,4,53,51,target,ma,mafayu,1,mafayu,fayu,1
leya,muleya,maleya,mayeya,muyeya,2,1,4.304328094000084,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,48,2019-05-27,14,4,53,51,filler,ma,muleya,0,maleya,leya,1
yani,muyani,mayani,mulani,mulani,2,1,3.801495760999387,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,49,2019-05-27,14,4,53,51,filler,ma,muyani,0,mayani,yani,1
luwo,maluwo,muyuwo,mayuwo,muluwo,4,1,3.97277599500012,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,50,2019-05-27,14,4,53,51,filler,mu,maluwo,0,muluwo,luwo,1
gunu,mahunu,muhunu,magunu,mugunu,2,1,5.050015499000438,0,nat_per,Natural perception_2019_May_27_1404.csv,1,0,51,2019-05-27,14,4,53,51,target,mu,mahunu,0,muhunu,hunu,1
dume,masume,madume,mudume,musume,4,4,4.2073746969999775,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,52,2019-05-27,14,4,53,51,target,mu,musume,1,musume,sume,1
guli,maguli,muguli,muhuli,mahuli,3,3,4.450540297000771,1,nat_per,Natural perception_2019_May_27_1404.csv,1,0,53,2019-05-27,14,4,53,51,target,mu,muhuli,1,muhuli,huli,1
gazu,magazu,mahazu,mugazu,muhazu,2,1,5.551051788002951,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,1,2019-05-28,10,1,53,55,target,ma,magazu,1,mahazu,hazu,0
dewo,masewo,musewo,madewo,mudewo,1,1,7.4013932270027,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,2,2019-05-28,10,1,53,55,target,ma,masewo,1,masewo,sewo,1
geza,maheza,muheza,mugeza,mageza,1,4,8.200141212000744,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,3,2019-05-28,10,1,53,55,target,ma,mageza,1,maheza,heza,0
zewo,muzewo,macewo,mucewo,mazewo,4,4,7.682557794993045,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,4,2019-05-28,10,1,53,55,filler,ma,mazewo,1,mazewo,zewo,1
geye,muheye,mugeye,maheye,mageye,3,4,3.8183980360045098,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,5,2019-05-28,10,1,53,55,target,ma,mageye,1,maheye,heye,0
gecu,magecu,mugecu,muhecu,mahecu,4,1,3.0050451769930078,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,6,2019-05-28,10,1,53,55,target,ma,magecu,1,mahecu,hecu,0
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,1,3.95208176500455,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,7,2019-05-28,10,1,53,55,filler,mu,mayuwo,0,muyuwo,yuwo,1
dezu,madezu,masezu,mudezu,musezu,2,2,5.47095612299745,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,8,2019-05-28,10,1,53,55,target,ma,masezu,1,masezu,sezu,1
buze,mafuze,mufuze,mubuze,mabuze,2,2,7.007953936001286,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,9,2019-05-28,10,1,53,55,target,mu,mufuze,1,mufuze,fuze,1
leya,muleya,maleya,mayeya,muyeya,2,3,18.46371525300492,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,10,2019-05-28,10,1,53,55,filler,ma,mayeya,1,maleya,leya,0
dumu,masumu,musumu,madumu,mudumu,2,2,7.317776755997329,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,11,2019-05-28,10,1,53,55,target,mu,musumu,1,musumu,sumu,1
guli,maguli,muguli,muhuli,mahuli,3,2,10.33274100899871,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,12,2019-05-28,10,1,53,55,target,mu,muguli,1,muhuli,huli,0
gewu,muhewu,magewu,mahewu,mugewu,3,2,14.219843277998734,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,13,2019-05-28,10,1,53,55,target,ma,magewu,1,mahewu,hewu,0
boze,maboze,muboze,mufoze,mafoze,4,4,7.18306626600679,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,14,2019-05-28,10,1,53,55,target,ma,mafoze,1,mafoze,foze,1
gamo,mahamo,muhamo,magamo,mugamo,1,3,2.586931950005237,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,15,2019-05-28,10,1,53,55,target,ma,magamo,1,mahamo,hamo,0
buma,mafuma,mubuma,mabuma,mufuma,4,4,4.435123227987788,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,16,2019-05-28,10,1,53,55,target,mu,mufuma,1,mufuma,fuma,1
zuyu,mucuyu,macuyu,muzuyu,mazuyu,3,3,5.083444989999407,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,17,2019-05-28,10,1,53,55,filler,mu,muzuyu,1,muzuyu,zuyu,1
gumo,mahumo,muhumo,magumo,mugumo,2,4,13.881365174995153,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,18,2019-05-28,10,1,53,55,target,mu,mugumo,1,muhumo,humo,0
bayu,mufayu,mafayu,mabayu,mubayu,2,2,2.102290000009816,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,19,2019-05-28,10,1,53,55,target,ma,mafayu,1,mafayu,fayu,1
gunu,mahunu,muhunu,magunu,mugunu,2,4,2.451877526997123,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,20,2019-05-28,10,1,53,55,target,mu,mugunu,1,muhunu,hunu,0
luwo,maluwo,muyuwo,mayuwo,muluwo,4,4,3.8233194739877945,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,21,2019-05-28,10,1,53,55,filler,mu,muluwo,1,muluwo,luwo,1
yecu,mulecu,muyecu,mayecu,malecu,3,3,2.7495074729959015,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,22,2019-05-28,10,1,53,55,filler,ma,mayecu,1,mayecu,yecu,1
galu,muhalu,mahalu,mugalu,magalu,2,4,2.3417571220052196,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,23,2019-05-28,10,1,53,55,target,ma,magalu,1,mahalu,halu,0
ceya,muzeya,maceya,mazeya,muceya,2,2,6.052492963994155,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,24,2019-05-28,10,1,53,55,filler,ma,maceya,1,maceya,ceya,1
gaya,muhaya,magaya,mahaya,mugaya,3,2,2.01779125999019,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,25,2019-05-28,10,1,53,55,target,ma,magaya,1,mahaya,haya,0
zawo,macawo,mucawo,mazawo,muzawo,3,3,3.520877258008113,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,26,2019-05-28,10,1,53,55,filler,ma,mazawo,1,mazawo,zawo,1
dume,masume,madume,mudume,musume,4,4,3.2179641560069285,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,27,2019-05-28,10,1,53,55,target,mu,musume,1,musume,sume,1
demi,masemi,musemi,mademi,mudemi,1,1,5.46951465899474,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,28,2019-05-28,10,1,53,55,target,ma,masemi,1,masemi,semi,1
liya,mayiya,muyiya,maliya,muliya,3,3,3.551295540004503,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,29,2019-05-28,10,1,53,55,filler,ma,maliya,1,maliya,liya,1
guwu,mahuwu,maguwu,muguwu,muhuwu,4,3,2.3866443059960147,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,30,2019-05-28,10,1,53,55,target,mu,muguwu,1,muhuwu,huwu,0
bonu,mufonu,mabonu,mafonu,mubonu,3,3,4.8833051010005875,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,31,2019-05-28,10,1,53,55,target,ma,mafonu,1,mafonu,fonu,1
cuya,macuya,muzuya,mucuya,mazuya,3,3,3.187765936992946,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,32,2019-05-28,10,1,53,55,filler,mu,mucuya,1,mucuya,cuya,1
gemi,mahemi,muhemi,magemi,mugemi,1,3,2.2344708970049396,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,33,2019-05-28,10,1,53,55,target,ma,magemi,1,mahemi,hemi,0
gece,mahece,magece,mugece,muhece,1,2,3.6349320040026214,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,34,2019-05-28,10,1,53,55,target,ma,magece,1,mahece,hece,0
yazu,mayazu,malazu,mulazu,muyazu,1,1,5.36728809599299,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,35,2019-05-28,10,1,53,55,filler,ma,mayazu,1,mayazu,yazu,1
zeyu,muceyu,mazeyu,maceyu,muzeyu,2,2,11.682291208999231,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,36,2019-05-28,10,1,53,55,filler,ma,mazeyu,1,mazeyu,zeyu,1
dewa,mudewa,madewa,masewa,musewa,3,3,5.270862263001618,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,37,2019-05-28,10,1,53,55,target,ma,masewa,1,masewa,sewa,1
lawo,malawo,mulawo,mayawo,muyawo,1,3,12.03207296099572,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,38,2019-05-28,10,1,53,55,filler,ma,mayawo,1,malawo,lawo,0
gume,mugume,magume,muhume,mahume,3,1,4.101250503998017,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,39,2019-05-28,10,1,53,55,target,mu,mugume,1,muhume,hume,0
bazu,mufazu,mubazu,mafazu,mabazu,3,3,3.7179530650028028,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,40,2019-05-28,10,1,53,55,target,ma,mafazu,1,mafazu,fazu,1
buna,mufuna,mafuna,mubuna,mabuna,1,1,7.184535758002312,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,41,2019-05-28,10,1,53,55,target,mu,mufuna,1,mufuna,funa,1
deyu,museyu,maseyu,madeyu,mudeyu,2,2,5.650486668004305,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,42,2019-05-28,10,1,53,55,target,ma,maseyu,1,maseyu,seyu,1
dule,masule,madule,musule,mudule,3,3,2.836672831006581,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,43,2019-05-28,10,1,53,55,target,mu,musule,1,musule,sule,1
baca,mafaca,mufaca,mabaca,mubaca,1,1,3.8184612990007736,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,44,2019-05-28,10,1,53,55,target,ma,mafaca,1,mafaca,faca,1
caya,macaya,mucaya,mazaya,muzaya,1,1,2.7226334049919387,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,45,2019-05-28,10,1,53,55,filler,ma,macaya,1,macaya,caya,1
gace,magace,mugace,muhace,mahace,4,1,6.783178347002831,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,46,2019-05-28,10,1,53,55,target,ma,magace,1,mahace,hace,0
gami,muhami,mugami,magami,mahami,4,3,2.9717764419910964,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,47,2019-05-28,10,1,53,55,target,ma,magami,1,mahami,hami,0
cuyu,mucuyu,macuyu,mazuyu,muzuyu,1,1,9.949321970008896,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,48,2019-05-28,10,1,53,55,filler,mu,mucuyu,1,mucuyu,cuyu,1
guce,mahuce,muhuce,maguce,muguce,2,4,3.9351333279919345,0,nat_per,Natural perception_2019_May_28_1001.csv,1,0,49,2019-05-28,10,1,53,55,target,mu,muguce,1,muhuce,huce,0
duwa,masuwa,maduwa,muduwa,musuwa,4,4,3.4860646720044315,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,50,2019-05-28,10,1,53,55,target,mu,musuwa,1,musuwa,suwa,1
yani,muyani,mayani,mulani,mulani,2,2,4.36143869299849,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,51,2019-05-28,10,1,53,55,filler,ma,mayani,1,mayani,yani,1
bome,mufome,mubome,mafome,mabome,3,3,4.051729757004068,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,52,2019-05-28,10,1,53,55,target,ma,mafome,1,mafome,fome,1
ceyu,mazeyu,maceyu,muzeyu,muceyu,2,2,4.167544395997538,1,nat_per,Natural perception_2019_May_28_1001.csv,1,0,53,2019-05-28,10,1,53,55,filler,ma,maceyu,1,maceyu,ceyu,1
gece,mahece,magece,mugece,muhece,1,3,8.732804825005587,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,1,2019-05-23,10,32,53,25,target,ma,mugece,0,mahece,hece,0
guwu,mahuwu,maguwu,muguwu,muhuwu,4,3,3.0848559540027054,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,2,2019-05-23,10,32,53,25,target,mu,muguwu,1,muhuwu,huwu,0
dumu,masumu,musumu,madumu,mudumu,2,2,5.969387691991869,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,3,2019-05-23,10,32,53,25,target,mu,musumu,1,musumu,sumu,1
cuyu,mucuyu,macuyu,mazuyu,muzuyu,1,2,3.7013871030067094,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,4,2019-05-23,10,32,53,25,filler,mu,macuyu,0,mucuyu,cuyu,1
bonu,mufonu,mabonu,mafonu,mubonu,3,1,6.455652517994167,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,5,2019-05-23,10,32,53,25,target,ma,mufonu,0,mafonu,fonu,1
guce,mahuce,muhuce,maguce,muguce,2,4,8.199310803000117,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,6,2019-05-23,10,32,53,25,target,mu,muguce,1,muhuce,huce,0
buna,mufuna,mafuna,mubuna,mabuna,1,1,11.432778115995461,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,7,2019-05-23,10,32,53,25,target,mu,mufuna,1,mufuna,funa,1
bome,mufome,mubome,mafome,mabome,3,1,3.517258467996726,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,8,2019-05-23,10,32,53,25,target,ma,mufome,0,mafome,fome,1
gewu,muhewu,magewu,mahewu,mugewu,3,4,5.106028852998861,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,9,2019-05-23,10,32,53,25,target,ma,mugewu,0,mahewu,hewu,0
zeyu,muceyu,mazeyu,maceyu,muzeyu,2,4,5.646155416005058,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,10,2019-05-23,10,32,53,25,filler,ma,muzeyu,0,mazeyu,zeyu,1
demi,masemi,musemi,mademi,mudemi,1,2,7.252066658009426,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,11,2019-05-23,10,32,53,25,target,ma,musemi,0,masemi,semi,1
gaya,muhaya,magaya,mahaya,mugaya,3,4,4.8830415480042575,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,12,2019-05-23,10,32,53,25,target,ma,mugaya,0,mahaya,haya,0
caya,macaya,mucaya,mazaya,muzaya,1,1,2.7178350429894635,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,13,2019-05-23,10,32,53,25,filler,ma,macaya,1,macaya,caya,1
leya,muleya,maleya,mayeya,muyeya,2,2,5.2154635390033945,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,14,2019-05-23,10,32,53,25,filler,ma,maleya,1,maleya,leya,1
gume,mugume,magume,muhume,mahume,3,1,2.9196856780035887,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,15,2019-05-23,10,32,53,25,target,mu,mugume,1,muhume,hume,0
buze,mafuze,mufuze,mubuze,mabuze,2,2,2.435679816000629,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,16,2019-05-23,10,32,53,25,target,mu,mufuze,1,mufuze,fuze,1
cuya,macuya,muzuya,mucuya,mazuya,3,1,1.0181469609960914,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,17,2019-05-23,10,32,53,25,filler,mu,macuya,0,mucuya,cuya,1
luwo,maluwo,muyuwo,mayuwo,muluwo,4,1,7.171580691006966,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,18,2019-05-23,10,32,53,25,filler,mu,maluwo,0,muluwo,luwo,1
yani,muyani,mayani,mulani,mulani,2,1,9.191792465993785,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,19,2019-05-23,10,32,53,25,filler,ma,muyani,0,mayani,yani,1
geza,maheza,muheza,mugeza,mageza,1,4,3.135589700003038,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,20,2019-05-23,10,32,53,25,target,ma,mageza,1,maheza,heza,0
deyu,museyu,maseyu,madeyu,mudeyu,2,1,4.573755552992225,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,21,2019-05-23,10,32,53,25,target,ma,museyu,0,maseyu,seyu,1
bazu,mufazu,mubazu,mafazu,mabazu,3,1,1.2185062520002248,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,22,2019-05-23,10,32,53,25,target,ma,mufazu,0,mafazu,fazu,1
guli,maguli,muguli,muhuli,mahuli,3,1,10.849134168005548,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,23,2019-05-23,10,32,53,25,target,mu,maguli,0,muhuli,huli,0
galu,muhalu,mahalu,mugalu,magalu,2,3,4.456481839995831,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,24,2019-05-23,10,32,53,25,target,ma,mugalu,0,mahalu,halu,0
yecu,mulecu,muyecu,mayecu,malecu,3,3,6.397736263999832,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,25,2019-05-23,10,32,53,25,filler,ma,mayecu,1,mayecu,yecu,1
dule,masule,madule,musule,mudule,3,3,2.987873796009808,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,26,2019-05-23,10,32,53,25,target,mu,musule,1,musule,sule,1
zewo,muzewo,macewo,mucewo,mazewo,4,1,4.783619741996517,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,27,2019-05-23,10,32,53,25,filler,ma,muzewo,0,mazewo,zewo,1
gemi,mahemi,muhemi,magemi,mugemi,1,3,5.60072590400523,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,28,2019-05-23,10,32,53,25,target,ma,magemi,1,mahemi,hemi,0
lawo,malawo,mulawo,mayawo,muyawo,1,1,11.82924380399345,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,29,2019-05-23,10,32,53,25,filler,ma,malawo,1,malawo,lawo,1
gace,magace,mugace,muhace,mahace,4,2,2.367479260006803,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,30,2019-05-23,10,32,53,25,target,ma,mugace,0,mahace,hace,0
gamo,mahamo,muhamo,magamo,mugamo,1,4,3.0690767939959187,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,31,2019-05-23,10,32,53,25,target,ma,mugamo,0,mahamo,hamo,0
dume,masume,madume,mudume,musume,4,4,3.9510117509926204,1,nat_per,Natural perception_2019_May_23_1032.csv,1,0,32,2019-05-23,10,32,53,25,target,mu,musume,1,musume,sume,1
gunu,mahunu,muhunu,magunu,mugunu,2,4,8.766220275996602,0,nat_per,Natural perception_2019_May_23_1032.csv,1,0,33,2019-05-23,10,32,53,25,target,mu,mugunu,1,muhunu,hunu,0
