item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
fonu,mufonu,mabonu,mafonu,mubonu,2,2,3.9340001580003445,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,30,2019-05-24,11,59,54,37,target,ma,mabonu,1,mabonu,bonu,1
hami,muhami,mugami,magami,mahami,3,1,4.622091164000267,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,31,2019-05-24,11,59,54,37,target,ma,muhami,0,magami,gami,0
hamo,magamo,muhamo,mahamo,mugamo,1,2,3.0991731670001172,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,32,2019-05-24,11,59,54,37,target,ma,muhamo,0,magamo,gamo,0
seyu,museyu,maseyu,madeyu,mudeyu,3,4,4.4896119109998835,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,33,2019-05-24,11,59,54,37,target,ma,mudeyu,0,madeyu,deyu,1
huli,maguli,muguli,muhuli,mahuli,2,3,3.134292104999986,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,34,2019-05-24,11,59,54,37,target,mu,muhuli,1,muguli,guli,0
fayu,mufayu,mafayu,mabayu,mubayu,3,1,5.0647978070001045,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,35,2019-05-24,11,59,54,37,target,ma,mufayu,0,mabayu,bayu,0
cuyu,mucuyu,macuyu,mazuyu,muzuyu,1,4,10.831714529000237,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,36,2019-05-24,11,59,54,37,filler,mu,muzuyu,1,mucuyu,cuyu,0
zewo,muzewo,macewo,mucewo,mazewo,4,4,9.567527187999985,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,37,2019-05-24,11,59,54,37,filler,ma,mazewo,1,mazewo,zewo,1
semi,masemi,musemi,mademi,mudemi,3,4,3.1703644400004123,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,38,2019-05-24,11,59,54,37,target,ma,mudemi,0,mademi,demi,1
sewa,mudewa,madewa,masewa,musewa,2,1,1.5854838539999037,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,39,2019-05-24,11,59,54,37,target,ma,mudewa,0,madewa,dewa,1
hecu,magecu,mugecu,muhecu,mahecu,1,4,4.484461676000137,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,40,2019-05-24,11,59,54,37,target,ma,mahecu,1,magecu,gecu,0
hace,magace,mugace,muhace,mahace,1,4,3.4033905879996382,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,41,2019-05-24,11,59,54,37,target,ma,mahace,1,magace,gace,0
hewu,muhewu,magewu,mahewu,mugewu,2,3,4.701043125999604,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,42,2019-05-24,11,59,54,37,target,ma,mahewu,1,magewu,gewu,0
ceya,muzeya,maceya,mazeya,muceya,2,3,2.583066619999954,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,43,2019-05-24,11,59,54,37,filler,ma,mazeya,1,maceya,ceya,0
yazu,mayazu,malazu,mulazu,muyazu,1,3,4.580654212999434,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,44,2019-05-24,11,59,54,37,filler,ma,mulazu,0,mayazu,yazu,0
hemi,mahemi,muhemi,magemi,mugemi,3,1,6.968407913000192,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,45,2019-05-24,11,59,54,37,target,ma,mahemi,1,magemi,gemi,0
liya,mayiya,muyiya,maliya,muliya,3,4,6.534237116999975,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,46,2019-05-24,11,59,54,37,filler,ma,muliya,0,maliya,liya,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,3,2.1550239040007,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,47,2019-05-24,11,59,54,37,filler,mu,muluwo,1,muyuwo,yuwo,0
foze,maboze,muboze,mufoze,mafoze,1,1,2.381731497000146,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,48,2019-05-24,11,59,54,37,target,ma,maboze,1,maboze,boze,1
huce,mahuce,muhuce,maguce,muguce,4,2,4.41758843199932,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,49,2019-05-24,11,59,54,37,target,mu,muhuce,1,muguce,guce,0
haya,muhaya,magaya,mahaya,mugaya,2,3,5.519753918000788,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,50,2019-05-24,11,59,54,37,target,ma,mahaya,1,magaya,gaya,0
leya,muleya,maleya,mayeya,muyeya,2,1,2.0688214429992513,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,51,2019-05-24,11,59,54,37,filler,ma,muleya,0,maleya,leya,1
fuze,mubuze,mufuze,mafuze,mabuze,1,1,2.0076977239996268,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,52,2019-05-24,11,59,54,37,target,mu,mubuze,1,mubuze,buze,1
funa,mufuna,mafuna,mabuna,mubuna,4,1,3.3879401639997013,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,53,2019-05-24,11,59,54,37,target,mu,mufuna,1,mubuna,buna,0
sule,masule,madule,musule,mudule,4,4,7.316747364000548,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,54,2019-05-24,11,59,54,37,target,mu,mudule,1,mudule,dule,1
yecu,mulecu,muyecu,mayecu,malecu,3,2,6.695518776003155,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,2,2019-05-31,10,44,54,65,filler,ma,muyecu,0,mayecu,yecu,1
ceyu,mazeyu,maceyu,muzeyu,muceyu,2,2,6.486466729998938,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,3,2019-05-31,10,44,54,65,filler,ma,maceyu,1,maceyu,ceyu,1
heza,maheza,muheza,mugeza,mageza,4,4,9.033155890996568,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,4,2019-05-31,10,44,54,65,target,ma,mageza,1,mageza,geza,1
semi,masemi,musemi,mademi,mudemi,3,4,7.83177742701082,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,5,2019-05-31,10,44,54,65,target,ma,mudemi,0,mademi,demi,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,4,8.554820777004352,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,6,2019-05-31,10,44,54,65,filler,mu,muyuwo,1,muyuwo,yuwo,1
heye,muheye,mugeye,maheye,mageye,4,1,7.399959058006061,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,7,2019-05-31,10,44,54,65,target,ma,muheye,0,mageye,geye,0
fuze,mubuze,mufuze,mafuze,mabuze,1,1,8.183079526002984,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,8,2019-05-31,10,44,54,65,target,mu,mubuze,1,mubuze,buze,1
hunu,mahunu,muhunu,magunu,mugunu,4,2,8.199596637001378,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,9,2019-05-31,10,44,54,65,target,mu,muhunu,1,mugunu,gunu,0
leya,muleya,maleya,mayeya,muyeya,2,2,5.298901001995546,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,10,2019-05-31,10,44,54,65,filler,ma,maleya,1,maleya,leya,1
hace,magace,mugace,muhace,mahace,1,4,5.966079684993019,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,11,2019-05-31,10,44,54,65,target,ma,mahace,1,magace,gace,0
ceya,muzeya,maceya,mazeya,muceya,2,2,7.533556629990926,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,12,2019-05-31,10,44,54,65,filler,ma,maceya,1,maceya,ceya,1
zuyu,mucuyu,macuyu,muzuyu,mazuyu,3,3,6.990960523995454,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,13,2019-05-31,10,44,54,65,filler,mu,muzuyu,1,muzuyu,zuyu,1
fazu,mufazu,mubazu,mafazu,mabazu,4,4,9.132012611007667,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,14,2019-05-31,10,44,54,65,target,ma,mabazu,1,mabazu,bazu,1
yani,muyani,mayani,mulani,mulani,2,2,2.3270385509968037,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,15,2019-05-31,10,44,54,65,filler,ma,mayani,1,mayani,yani,1
sezu,madezu,masezu,mudezu,musezu,1,4,3.2379504080017796,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,16,2019-05-31,10,44,54,65,target,ma,musezu,0,madezu,dezu,0
liya,mayiya,muyiya,maliya,muliya,3,3,3.3178440040064743,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,17,2019-05-31,10,44,54,65,filler,ma,maliya,1,maliya,liya,1
zeyu,muceyu,mazeyu,maceyu,muzeyu,2,4,1.6235543689981569,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,18,2019-05-31,10,44,54,65,filler,ma,muzeyu,0,mazeyu,zeyu,1
hecu,magecu,mugecu,muhecu,mahecu,1,3,2.751035553010297,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,19,2019-05-31,10,44,54,65,target,ma,muhecu,0,magecu,gecu,0
cuyu,mucuyu,macuyu,mazuyu,muzuyu,1,4,5.317096724000294,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,20,2019-05-31,10,44,54,65,filler,mu,muzuyu,1,mucuyu,cuyu,0
yazu,mayazu,malazu,mulazu,muyazu,1,1,4.828843908995623,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,21,2019-05-31,10,44,54,65,filler,ma,mayazu,1,mayazu,yazu,1
hami,muhami,mugami,magami,mahami,3,4,3.6031274020060664,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,22,2019-05-31,10,44,54,65,target,ma,mahami,1,magami,gami,0
hemi,mahemi,muhemi,magemi,mugemi,3,3,5.466679912991822,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,23,2019-05-31,10,44,54,65,target,ma,magemi,1,magemi,gemi,1
hazu,magazu,mahazu,mugazu,muhazu,1,1,3.434881551002036,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,24,2019-05-31,10,44,54,65,target,ma,magazu,1,magazu,gazu,1
halu,muhalu,mahalu,mugalu,magalu,4,2,3.7224079580046237,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,25,2019-05-31,10,44,54,65,target,ma,mahalu,1,magalu,galu,0
suwa,masuwa,maduwa,muduwa,musuwa,3,4,3.2518104830087395,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,26,2019-05-31,10,44,54,65,target,mu,musuwa,1,muduwa,duwa,0
fayu,mufayu,mafayu,mabayu,mubayu,3,3,2.688765032988158,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,27,2019-05-31,10,44,54,65,target,ma,mabayu,1,mabayu,bayu,1
hece,mahece,magece,mugece,muhece,2,4,5.999921315989923,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,28,2019-05-31,10,44,54,65,target,ma,muhece,0,magece,gece,0
hewu,muhewu,magewu,mahewu,mugewu,2,4,7.336321308001061,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,29,2019-05-31,10,44,54,65,target,ma,mugewu,0,magewu,gewu,1
funa,mufuna,mafuna,mabuna,mubuna,4,2,4.4407619510020595,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,30,2019-05-31,10,44,54,65,target,mu,mafuna,0,mubuna,buna,0
lawo,malawo,mulawo,mayawo,muyawo,1,1,3.151053031004267,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,31,2019-05-31,10,44,54,65,filler,ma,malawo,1,malawo,lawo,1
sewa,mudewa,madewa,masewa,musewa,2,2,7.848504213994602,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,32,2019-05-31,10,44,54,65,target,ma,madewa,1,madewa,dewa,1
seyu,museyu,maseyu,madeyu,mudeyu,3,1,2.552230970002711,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,33,2019-05-31,10,44,54,65,target,ma,museyu,0,madeyu,deyu,0
fome,mufome,mubome,mafome,mabome,4,2,4.598481988010462,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,34,2019-05-31,10,44,54,65,target,ma,mubome,0,mabome,bome,1
hamo,magamo,muhamo,mahamo,mugamo,1,3,3.4011324109887937,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,35,2019-05-31,10,44,54,65,target,ma,mahamo,1,magamo,gamo,0
foze,maboze,muboze,mufoze,mafoze,1,2,5.267470106002293,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,36,2019-05-31,10,44,54,65,target,ma,muboze,0,maboze,boze,1
huwu,mahuwu,maguwu,muguwu,muhuwu,3,4,5.054682625996065,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,37,2019-05-31,10,44,54,65,target,mu,muhuwu,1,muguwu,guwu,0
sewo,masewo,musewo,madewo,mudewo,3,4,5.484619313006988,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,38,2019-05-31,10,44,54,65,target,ma,mudewo,0,madewo,dewo,1
zewo,muzewo,macewo,mucewo,mazewo,4,1,3.245869409001898,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,39,2019-05-31,10,44,54,65,filler,ma,muzewo,0,mazewo,zewo,1
faca,mabaca,mufaca,mafaca,mubaca,1,1,4.035593918000814,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,40,2019-05-31,10,44,54,65,target,ma,mabaca,1,mabaca,baca,1
huli,maguli,muguli,muhuli,mahuli,2,3,4.76620322499366,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,41,2019-05-31,10,44,54,65,target,mu,muhuli,1,muguli,guli,0
sume,masume,madume,mudume,musume,3,3,7.118068003997905,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,42,2019-05-31,10,44,54,65,target,mu,mudume,1,mudume,dume,1
zawo,macawo,mucawo,mazawo,muzawo,3,3,5.256457687995862,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,43,2019-05-31,10,44,54,65,filler,ma,mazawo,1,mazawo,zawo,1
cuya,macuya,muzuya,mucuya,mazuya,3,2,3.4854319890000625,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,44,2019-05-31,10,44,54,65,filler,mu,muzuya,1,mucuya,cuya,0
humo,mahumo,muhumo,magumo,mugumo,4,2,3.6365145559975645,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,45,2019-05-31,10,44,54,65,target,mu,muhumo,1,mugumo,gumo,0
fonu,mufonu,mabonu,mafonu,mubonu,2,1,6.650082152002142,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,46,2019-05-31,10,44,54,65,target,ma,mufonu,0,mabonu,bonu,0
hume,mugume,magume,muhume,mahume,1,3,4.617468919997918,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,47,2019-05-31,10,44,54,65,target,mu,muhume,1,mugume,gume,0
huce,mahuce,muhuce,maguce,muguce,4,2,3.6681199760059826,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,48,2019-05-31,10,44,54,65,target,mu,muhuce,1,muguce,guce,0
sule,masule,madule,musule,mudule,4,4,5.615888315005577,1,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,49,2019-05-31,10,44,54,65,target,mu,mudule,1,mudule,dule,1
luwo,maluwo,muyuwo,mayuwo,muluwo,4,2,5.189443071998539,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,50,2019-05-31,10,44,54,65,filler,mu,muyuwo,1,muluwo,luwo,0
caya,macaya,mucaya,mazaya,muzaya,1,3,4.13445619000413,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,51,2019-05-31,10,44,54,65,filler,ma,mazaya,1,macaya,caya,0
fuma,mafuma,mubuma,mabuma,mufuma,2,1,3.8880295770068187,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,52,2019-05-31,10,44,54,65,target,mu,mafuma,0,mubuma,buma,0
haya,muhaya,magaya,mahaya,mugaya,2,3,4.90093738399446,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,53,2019-05-31,10,44,54,65,target,ma,mahaya,1,magaya,gaya,0
sumu,masumu,musumu,madumu,mudumu,4,3,6.251708163006697,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,54,2019-05-31,10,44,54,65,target,mu,madumu,0,mudumu,dumu,1
yani,muyani,mayani,mulani,mulani,2,2,11.39282602700041,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,1,2019-05-21,14,33,54,16,filler,ma,mayani,1,mayani,yani,1
huwu,mahuwu,maguwu,muguwu,muhuwu,3,1,6.703858344000764,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,2,2019-05-21,14,33,54,16,target,mu,mahuwu,0,muguwu,guwu,0
hece,mahece,magece,mugece,muhece,2,1,6.934022796000136,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,3,2019-05-21,14,33,54,16,target,ma,mahece,1,magece,gece,0
funa,mufuna,mafuna,mabuna,mubuna,4,3,10.187634113000058,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,4,2019-05-21,14,33,54,16,target,mu,mabuna,0,mubuna,buna,1
leya,muleya,maleya,mayeya,muyeya,2,2,6.06589527000051,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,5,2019-05-21,14,33,54,16,filler,ma,maleya,1,maleya,leya,1
zuyu,mucuyu,macuyu,muzuyu,mazuyu,3,2,5.248108570000113,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,6,2019-05-21,14,33,54,16,filler,mu,macuyu,0,muzuyu,zuyu,0
semi,masemi,musemi,mademi,mudemi,3,2,4.022926679000193,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,7,2019-05-21,14,33,54,16,target,ma,musemi,0,mademi,demi,0
fazu,mufazu,mubazu,mafazu,mabazu,4,3,3.7840944839999793,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,8,2019-05-21,14,33,54,16,target,ma,mafazu,1,mabazu,bazu,0
sumu,masumu,musumu,madumu,mudumu,4,3,6.240796029000194,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,9,2019-05-21,14,33,54,16,target,mu,madumu,0,mudumu,dumu,1
zewo,muzewo,macewo,mucewo,mazewo,4,2,5.630237913000201,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,10,2019-05-21,14,33,54,16,filler,ma,macewo,1,mazewo,zewo,0
fome,mufome,mubome,mafome,mabome,4,3,4.819137798999691,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,11,2019-05-21,14,33,54,16,target,ma,mafome,1,mabome,bome,0
ceyu,mazeyu,maceyu,muzeyu,muceyu,2,2,3.7169978920001085,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,12,2019-05-21,14,33,54,16,filler,ma,maceyu,1,maceyu,ceyu,1
cuya,macuya,muzuya,mucuya,mazuya,3,1,3.0891958749998594,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,13,2019-05-21,14,33,54,16,filler,mu,macuya,0,mucuya,cuya,1
faca,mabaca,mufaca,mafaca,mubaca,1,1,9.132781923999573,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,14,2019-05-21,14,33,54,16,target,ma,mabaca,1,mabaca,baca,1
sezu,madezu,masezu,mudezu,musezu,1,1,4.7346792090002054,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,15,2019-05-21,14,33,54,16,target,ma,madezu,1,madezu,dezu,1
sewa,mudewa,madewa,masewa,musewa,2,2,2.7345772959997703,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,16,2019-05-21,14,33,54,16,target,ma,madewa,1,madewa,dewa,1
fonu,mufonu,mabonu,mafonu,mubonu,2,3,6.2042064740007845,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,17,2019-05-21,14,33,54,16,target,ma,mafonu,1,mabonu,bonu,0
hamo,magamo,muhamo,mahamo,mugamo,1,3,6.883201580999412,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,18,2019-05-21,14,33,54,16,target,ma,mahamo,1,magamo,gamo,0
hemi,mahemi,muhemi,magemi,mugemi,3,3,4.0176658109994605,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,19,2019-05-21,14,33,54,16,target,ma,magemi,1,magemi,gemi,1
sume,masume,madume,mudume,musume,3,1,2.459945388000051,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,20,2019-05-21,14,33,54,16,target,mu,masume,0,mudume,dume,0
hace,magace,mugace,muhace,mahace,1,4,3.98996188000001,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,21,2019-05-21,14,33,54,16,target,ma,mahace,1,magace,gace,0
haya,muhaya,magaya,mahaya,mugaya,2,3,2.617120158999569,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,22,2019-05-21,14,33,54,16,target,ma,mahaya,1,magaya,gaya,0
hewu,muhewu,magewu,mahewu,mugewu,2,3,2.7924793550000686,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,23,2019-05-21,14,33,54,16,target,ma,mahewu,1,magewu,gewu,0
cuyu,mucuyu,macuyu,mazuyu,muzuyu,1,3,4.104093457999625,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,24,2019-05-21,14,33,54,16,filler,mu,mazuyu,0,mucuyu,cuyu,0
zawo,macawo,mucawo,mazawo,muzawo,3,3,2.618300053999519,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,25,2019-05-21,14,33,54,16,filler,ma,mazawo,1,mazawo,zawo,1
huli,maguli,muguli,muhuli,mahuli,2,1,2.5180077189997974,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,26,2019-05-21,14,33,54,16,target,mu,maguli,0,muguli,guli,1
luwo,maluwo,muyuwo,mayuwo,muluwo,4,1,2.187624829000015,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,27,2019-05-21,14,33,54,16,filler,mu,maluwo,0,muluwo,luwo,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,1,1.7319273310004064,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,28,2019-05-21,14,33,54,16,filler,mu,mayuwo,0,muyuwo,yuwo,1
zeyu,muceyu,mazeyu,maceyu,muzeyu,2,2,4.412172059000113,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,29,2019-05-21,14,33,54,16,filler,ma,mazeyu,1,mazeyu,zeyu,1
sule,masule,madule,musule,mudule,4,1,4.105665878999389,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,30,2019-05-21,14,33,54,16,target,mu,masule,0,mudule,dule,0
hume,mugume,magume,muhume,mahume,1,2,5.06739397399997,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,31,2019-05-21,14,33,54,16,target,mu,magume,0,mugume,gume,1
yecu,mulecu,muyecu,mayecu,malecu,3,3,2.5047440079997614,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,32,2019-05-21,14,33,54,16,filler,ma,mayecu,1,mayecu,yecu,1
hazu,magazu,mahazu,mugazu,muhazu,1,2,3.1011492070001623,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,33,2019-05-21,14,33,54,16,target,ma,mahazu,1,magazu,gazu,0
suwa,masuwa,maduwa,muduwa,musuwa,3,1,2.8682872770004906,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,34,2019-05-21,14,33,54,16,target,mu,masuwa,0,muduwa,duwa,0
fayu,mufayu,mafayu,mabayu,mubayu,3,2,1.6084097020002446,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,35,2019-05-21,14,33,54,16,target,ma,mafayu,1,mabayu,bayu,0
foze,maboze,muboze,mufoze,mafoze,1,4,1.903508332000456,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,36,2019-05-21,14,33,54,16,target,ma,mafoze,1,maboze,boze,0
fuze,mubuze,mufuze,mafuze,mabuze,1,3,2.0336665610002456,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,37,2019-05-21,14,33,54,16,target,mu,mafuze,0,mubuze,buze,0
heye,muheye,mugeye,maheye,mageye,4,3,1.652007164000679,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,38,2019-05-21,14,33,54,16,target,ma,maheye,1,mageye,geye,0
halu,muhalu,mahalu,mugalu,magalu,4,4,2.558139943000242,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,39,2019-05-21,14,33,54,16,target,ma,magalu,1,magalu,galu,1
seyu,museyu,maseyu,madeyu,mudeyu,3,2,5.601454030999776,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,40,2019-05-21,14,33,54,16,target,ma,maseyu,1,madeyu,deyu,0
humo,mahumo,muhumo,magumo,mugumo,4,1,2.7513795879995087,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,41,2019-05-21,14,33,54,16,target,mu,mahumo,0,mugumo,gumo,0
hami,muhami,mugami,magami,mahami,3,4,2.4225317090003955,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,42,2019-05-21,14,33,54,16,target,ma,mahami,1,magami,gami,0
yazu,mayazu,malazu,mulazu,muyazu,1,1,2.383540326000002,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,43,2019-05-21,14,33,54,16,filler,ma,mayazu,1,mayazu,yazu,1
sewo,masewo,musewo,madewo,mudewo,3,1,2.4344953580002766,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,44,2019-05-21,14,33,54,16,target,ma,masewo,1,madewo,dewo,0
lawo,malawo,mulawo,mayawo,muyawo,1,1,1.8413841540004796,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,45,2019-05-21,14,33,54,16,filler,ma,malawo,1,malawo,lawo,1
huce,mahuce,muhuce,maguce,muguce,4,1,1.5369364170001063,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,46,2019-05-21,14,33,54,16,target,mu,mahuce,0,muguce,guce,0
caya,macaya,mucaya,mazaya,muzaya,1,3,3.650997962000474,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,47,2019-05-21,14,33,54,16,filler,ma,mazaya,1,macaya,caya,0
liya,mayiya,muyiya,maliya,muliya,3,3,2.276745349000521,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,48,2019-05-21,14,33,54,16,filler,ma,maliya,1,maliya,liya,1
heza,maheza,muheza,mugeza,mageza,4,1,1.9575831869997273,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,49,2019-05-21,14,33,54,16,target,ma,maheza,1,mageza,geza,0
hunu,mahunu,muhunu,magunu,mugunu,4,1,1.418651976999172,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,50,2019-05-21,14,33,54,16,target,mu,mahunu,0,mugunu,gunu,0
ceya,muzeya,maceya,mazeya,muceya,2,3,1.8849244920002093,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,51,2019-05-21,14,33,54,16,filler,ma,mazeya,1,maceya,ceya,0
hecu,magecu,mugecu,muhecu,mahecu,1,4,3.4774605149996205,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,52,2019-05-21,14,33,54,16,target,ma,mahecu,1,magecu,gecu,0
fuma,mafuma,mubuma,mabuma,mufuma,2,1,1.5713293670005442,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,53,2019-05-21,14,33,54,16,target,mu,mafuma,0,mubuma,buma,0
yani,muyani,mayani,mulani,mulani,2,2,3.43482774199947,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,54,2019-05-21,14,33,54,16,filler,ma,mayani,1,mayani,yani,1
